no,y,x1,x2,x3,x4,x5
1238,1.101,1.241,105513,0.208,0.045,1
1239,1.109,1.647,210823,0.257,0.067,1
1240,1.074,1,27300,0.275,0.051,1
1241,1.102,1.206,143500,0.319,0.048,1
1242,1.09,1.594,199218,0.234,0.085,1
1243,1.03,1.062,174250,0.305,0.1,2
1244,1.016,1.003,733425,0.136,0.083,2
1245,1.037,1.312,2971872,0.982,0.149,2
1246,1.006,1.054,1275340,0.168,0.075,2
1247,1.075,1.278,95812,0.348,0.063,1
1248,1.039,0.931,65340,0.277,0.182,1
1249,1.031,0.958,57500,0.212,0.001,1
1250,1,0.919,13913,0.656,0.025,1
1251,1.081,1.11,21090,0.308,0.029,1
1252,1,1,20000,0.478,0.005,1
1253,1.027,0.925,140634,1,0,1
1254,1.058,1,485714,0.179,0.068,2
1255,1.011,1.056,370500,0.183,0.106,2
1256,1,1.091,120000,1,0.096,2
1257,1,0.945,707548,1,0.094,2
1258,1.027,0.9,83333,0.28,0.035,2
1259,1.04,1.067,466440,1,0,2
1260,1.079,1.316,15795,1,0.013,1
1261,1.056,1,17500,0.225,0.057,1
1262,1.1,1.1,7392,0.144,0.003,1
1263,1.083,1.002,60109,0.349,0.08,1
1264,1.08,1.377,16530,0.118,0.006,1
1265,1.015,1.077,84822,0.231,0.044,1
1266,1.019,1.719,330000,0.102,0.209,1
1267,1.07,1.333,160000,0.188,0.098,2
1268,1.077,1.3,8060,0.107,0.014,1
1269,1.086,1.381,1044000,0.685,0.216,1
1270,1.021,1.068,23500,0.132,0.045,1
1271,1.075,1.139,170300,0.286,0.074,2
1272,1.082,0.852,411600,1,0.078,1
1273,1.061,1.438,207000,0.249,0.056,1
1274,1.119,0.938,6003,0.098,0.024,1
1275,1.018,1.011,2275000,1,0.114,1
1276,1.021,0.979,67797,0.195,0.045,1
1277,1.021,1.029,146880,1,0.029,2
1278,1.05,1.429,220000,1,0.187,2
1279,1.002,1,180000,0.8,0.03,1
1280,1.004,1,185000,0.8,0.037,1
1281,1.009,1.124,401962,0.189,0.126,2
1282,1.01,1.04,199888,0.17,0.055,1
1283,1.034,1.333,151748,0.167,0,2
1284,1.26,1,106772,0.5,0.055,3
1285,1.007,0.982,294600,0.8,0.043,1
1286,1.005,0.995,38805,0.754,0.035,1
1287,1.001,1.001,480480,0.8,0.018,1
1288,1.005,1,36000,0.746,0.079,1
1289,1.002,1,150000,0.771,0.03,1
1290,1,0.979,20160,0.354,0.006,1
1291,1.011,1.001,55055,0.764,0.066,1
1292,1,0.836,6125,0.374,0,1
1293,1,1.008,221760,0.794,0.019,1
1294,1.064,1.002,26040,0.253,0.049,1
1295,1,1,115560,0.282,0.053,1
1296,1,1,40000,0.29,0.026,1
1297,1.1,1.156,188977,0.14,0.07,2
1298,1.01,1.059,810000,0.216,0.078,2
1299,1.003,1.012,40480,0.769,0.038,1
1300,1.1,0.8,5856,0.224,0.016,1
1301,1.04,1.25,158500,0.574,0.106,2
1302,1.089,1.195,137664,1,0.088,1
1303,1,1,12000,0.163,0.009,1
1304,1.027,1.435,359700,0.12,0.174,1
1305,1.036,1.395,2268400,1,0.094,1
1306,1,1.088,582162,0.402,0.077,1
1307,1.043,1.059,81540,1,0.039,1
1308,1.08,1.132,56590,0.301,0.048,1
1309,1.018,0.946,172826,0.16,0.049,1
1310,1.111,1.136,50000,1,0.019,2
1311,1.055,1.003,67725,0.184,0.079,1
1312,1.037,1.247,336600,1,0.106,2
1313,1.006,1.011,40440,0.759,0.034,1
1314,1,2,131000,0.434,0.004,1
1315,1.014,1.067,107200,0.217,0.106,1
1316,1.039,1.356,207450,0.12,0.072,1
1317,1.01,1.092,40981,0.262,0.037,1
1318,1.038,1.444,96597,0.201,0.082,1
1319,1.064,0.765,45920,0.156,0.078,1
1320,1.032,1.511,194026,0.176,0.103,1
1321,1.046,1.121,46312,0.25,0.046,1
1322,1.111,1.132,115500,0.261,0.127,1
1323,1.082,1.327,319836,0.136,0.052,1
1324,1.001,1.006,130780,0.782,0.035,1
1325,1.083,1.25,796875,0.297,0.116,2
1326,1.027,0.912,10220,0.123,0.019,1
1327,1.004,1.005,50250,0.789,0.045,1
1328,1.029,0.938,105595,0.235,0.103,1
1329,1.039,1.471,137500,0.328,0.065,1
1330,1.074,0.885,107525,0.209,0.067,1
1331,1.072,1.316,292500,0.291,0.057,1
1332,1.009,1.156,260000,1,0.091,1
1333,1.014,1,100000,0.222,0.08,1
1334,1.05,1.562,87500,0.271,0.056,1
1335,1.171,1.11,13986,0.241,0.031,1
1336,1.1,1.2,93600,0.183,0.03,1
1337,1.071,1.647,247058,0.227,0.052,1
1338,1.117,1.087,111359,0.197,0.085,1
1339,1.053,1.385,119700,0.822,0.077,1
1340,1.024,1.333,100000,0.273,0.035,1
1341,1.006,0.964,438425,0.793,0.054,2
1342,1.054,1.033,103333,0.194,0.088,1
1343,1.08,1.539,153502,0.227,0.096,1
1344,1.103,1.05,89775,0.289,0.022,1
1345,1.003,1.002,180360,0.771,0.036,1
1346,1,1.002,135270,0.8,0.049,1
1347,1.032,1.176,125000,0.175,0.062,1
1348,1,1.005,226125,0.8,0.014,1
1349,1.121,1.333,100000,0.2,0.044,1
1350,1.081,1,122400,1,0.047,2
1351,1.084,1.458,262500,0.115,0.155,2
1352,1.004,0.979,86397,0.246,0.061,2
1353,1.015,1.019,294312,0.561,0.056,2
1354,1.026,1.007,75500,0.184,0.065,1
1355,1.128,1,7500,0.148,0.031,1
1356,1.003,1.001,175175,0.76,0.01,1
1357,1.002,0.977,78105,0.441,0.022,1
1358,1.008,1.358,207281,0.575,0.045,1
1359,1.018,1.018,76380,0.219,0.028,1
1360,1.038,0.963,841700,0.733,0.122,1
1361,1.101,1.097,11520,0.15,0.035,1
1362,1.006,1.253,280700,0.925,0.174,1
1363,1.013,1.333,414000,0.346,0.144,1
1364,1.001,1,200000,0.775,0.081,1
1365,1.001,1,300000,0.8,0.072,1
1366,1.101,1.292,232500,1,0.15,2
1367,1.007,0.988,2710687,0.245,0.036,2
1368,1.025,1,85000,0.167,0.069,1
1369,1.019,1.066,131811,0.165,0.059,1
1370,1.018,1.083,146250,1,0.048,1
1371,1.018,1.048,44000,0.211,0.076,1
1372,1.049,0.875,36900,0.187,0.034,1
1373,1.009,1.036,65007,0.275,0.007,1
1374,1.046,1.3,197600,0.122,0.161,1
1375,1,1.531,165307,0.333,0.113,2
1376,1.078,1.118,95000,0.119,0.03,1
1377,1.056,1.102,7202,0.261,0.001,1
1378,1.043,0.941,100000,0.514,0.131,2
1379,1.012,1.31,824600,0.143,0.153,1
1380,1.002,1.2,102360,0.696,0.061,1
1381,1.005,1.227,214064,1,0.168,2
1382,1.033,1.438,138000,0.178,0.112,1
1383,1.037,1.314,606900,0.158,0.162,2
1384,1.062,1.036,34800,0.159,0.019,1
1385,1.003,1.117,619750,0.495,0.123,2
1386,1,0.983,106200,0.261,0.102,1
1387,1.031,0.983,516250,0.116,0.073,2
1388,1.083,1.1,7183,0.061,0.002,1
1389,1,1.001,150150,0.8,0.036,1
1390,1.002,1.003,100300,0.775,0.066,1
1391,1.004,1,250000,0.8,0.061,1
1392,1,1,200000,0.8,0,1
1393,1.004,1.001,50050,0.772,0.035,1
1394,1.002,1,125000,0.8,0.072,1
1395,1.001,1.003,250749,0.8,0.02,1
1396,1.001,1,200000,0.8,0.064,1
